MenuSID,Menu,DateSID,LocationSID,TotalWasteKgAvg,ModifiedTime,MainMenu
1303,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20191119,2,,,Pinaatti-raejuustonappi
153,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20191120,1,,,Talonpäivä
1304,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20191120,2,,,Lohikeitto
885,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20191121,1,,,Broilerinugetti
1305,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20191121,2,,,Broileri-kasviskastike
518,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20191122,1,,,Lihakastike
1306,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20191122,2,,,Liha-makaronipata
201,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20191125,1,,,Jauhelihakastike
1451,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20191125,2,,,Jauhelihakastike
613,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20191126,1,,,Kalamureke
1307,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20191126,2,,,Pinaattikeitto
154,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20191127,1,,,Ohrapuuro
1308,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20191127,2,,,Broilerihoukutus
886,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20191128,1,,,Pinaattiohukaiset
1309,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20191128,2,,,Makkarakastike
519,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20191129,1,,,Makkarakeitto
1310,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20191129,2,,,Kalapuikot
202,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20191202,1,,,Broilerikastike
1452,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20191202,2,,,Kana-kookoskastike
614,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20191203,1,,,Uunikala
1311,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20191203,2,,,Vegekebakko
155,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20191204,1,,,Kasviskeitto
1312,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20191204,2,,,Lasagnette
887,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20191205,1,,,Jauhelihapihvi
1313,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20191205,2,,,Uunikala
520,"
Talon päivä (toive),porkkanaraaste

",20191206,1,,,Talonpäivä
1314,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20191206,2,,,Lihakeitto
203,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20191209,1,,,Kanapasta
1453,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20191209,2,,,Italianpata
615,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20191210,1,,,Kalaleike
1315,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20191210,2,,,Kalakepukka
156,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20191211,1,,,Makkarakastike
1316,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20191211,2,,,Juustoinenkana-kasviskeitto
888,"Hernekeitto,sämpylä/rieska juusto,juurespala",20191212,1,,,Hernekeitto
1317,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20191212,2,,,Jauheliha-juustoperunavuoka
521,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20191213,1,,,Kiusaus
1318,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20191213,2,,,Pinaattiohukkaat
204,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20191216,1,,,Lihapyörykät
1454,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20191216,2,,,Jauhelihapihvi
616,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20191217,1,,,Tonnikalakasvis-vuoka
1319,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20191217,2,,,Ohrapuuro
157,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20191218,1,,,Uunimakkara
1320,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20191218,2,,,Broileripaella
889,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20191219,1,,,Mannapuuro+marjakiisseli
1321,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20191219,2,,,Juuresvoipapupyörykkä
522,"Broilerikeitto,sämpylä,herkkukurkku
",20191220,1,,,Broilerikeitto
1322,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20191220,2,,,Lohikiusaus
205,"Kalakeitto,reissumies,leikkele,omenalohko",20191223,1,,,Kalakeitto
1455,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20191223,2,,,Broileripyörykkä
617,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20191224,1,,,Makaronilaatikko
1323,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20191224,2,,,Pinaatti-raejuustonappi
158,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20191225,1,,,Talonpäivä
1324,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20191225,2,,,Lohikeitto
890,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20191226,1,,,Broilerinugetti
1325,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20191226,2,,,Broileri-kasviskastike
523,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20191227,1,,,Lihakastike
1326,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20191227,2,,,Liha-makaronipata
159,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200101,1,,,Ohrapuuro
1327,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20200101,2,,,Broilerihoukutus
891,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200102,1,,,Pinaattiohukaiset
1328,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20200102,2,,,Makkarakastike
524,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200103,1,,,Makkarakeitto
1329,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200103,2,,,Kalapuikot
206,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200106,1,,,Broilerikastike
1456,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20200106,2,,,Kana-kookoskastike
618,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200107,1,,,Uunikala
1330,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20200107,2,,,Vegekebakko
160,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20200108,1,,,Kasviskeitto
1331,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20200108,2,,,Lasagnette
892,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20200109,1,,,Jauhelihapihvi
1332,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20200109,2,,,Uunikala
525,"
Talon päivä (toive),porkkanaraaste

",20200110,1,,,Talonpäivä
1333,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20200110,2,,,Lihakeitto
207,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20200113,1,,,Kanapasta
1457,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20200113,2,,,Italianpata
619,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20200114,1,,,Kalaleike
1334,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200114,2,,,Kalakepukka
161,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20200115,1,,,Makkarakastike
1335,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20200115,2,,,Juustoinenkana-kasviskeitto
893,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200116,1,,,Hernekeitto
1336,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20200116,2,,,Jauheliha-juustoperunavuoka
526,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20200117,1,,,Kiusaus
1337,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20200117,2,,,Pinaattiohukkaat
208,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20200120,1,,,Lihapyörykät
1458,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20200120,2,,,Jauhelihapihvi
620,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20200121,1,,,Tonnikalakasvis-vuoka
1338,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200121,2,,,Ohrapuuro
162,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20200122,1,,,Uunimakkara
1339,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20200122,2,,,Broileripaella
894,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20200123,1,,,Mannapuuro+marjakiisseli
1340,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20200123,2,,,Juuresvoipapupyörykkä
527,"Broilerikeitto,sämpylä,herkkukurkku
",20200124,1,,,Broilerikeitto
1341,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20200124,2,,,Lohikiusaus
209,"Kalakeitto,reissumies,leikkele,omenalohko",20200127,1,,,Kalakeitto
1459,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20200127,2,,,Broileripyörykkä
621,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200128,1,,,Makaronilaatikko
1342,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20200128,2,,,Pinaatti-raejuustonappi
163,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20200129,1,,,Talonpäivä
1343,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20200129,2,,,Lohikeitto
895,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20200130,1,,,Broilerinugetti
1344,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20200130,2,,,Broileri-kasviskastike
528,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20200131,1,,,Lihakastike
1345,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20200131,2,,,Liha-makaronipata
210,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20200203,1,,,Jauhelihakastike
1460,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20200203,2,,,Jauhelihakastike
622,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200204,1,,,Kalamureke
1346,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20200204,2,,,Pinaattikeitto
164,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200205,1,,,Ohrapuuro
1347,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20200205,2,,,Broilerihoukutus
896,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200206,1,,,Pinaattiohukaiset
1348,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20200206,2,30.00,,Makkarakastike
529,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200207,1,,,Makkarakeitto
1349,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200207,2,31.00,,Kalapuikot
211,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200210,1,,,Broilerikastike
1461,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20200210,2,,,Kana-kookoskastike
623,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200211,1,,,Uunikala
1350,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20200211,2,19.30,,Vegekebakko
165,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20200212,1,,,Kasviskeitto
1351,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20200212,2,22.50,,Lasagnette
897,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20200213,1,,,Jauhelihapihvi
1352,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20200213,2,46.80,,Uunikala
530,"
Talon päivä (toive),porkkanaraaste

",20200214,1,13.75,,Talonpäivä
1353,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20200214,2,37.00,,Lihakeitto
212,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20200217,1,,,Kanapasta
1462,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20200217,2,24.00,,Italianpata
624,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20200218,1,,,Kalaleike
1354,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200218,2,23.70,,Kalakepukka
166,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20200219,1,,,Makkarakastike
1355,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20200219,2,20.00,,Juustoinenkana-kasviskeitto
898,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200220,1,,,Hernekeitto
1356,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20200220,2,20.20,,Jauheliha-juustoperunavuoka
531,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20200221,1,,,Kiusaus
1357,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20200221,2,23.10,,Pinaattiohukkaat
213,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20200224,1,,,Lihapyörykät
1463,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20200224,2,20.80,,Jauhelihapihvi
625,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20200225,1,,,Tonnikalakasvis-vuoka
1358,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200225,2,22.30,,Ohrapuuro
167,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20200226,1,,,Uunimakkara
1359,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20200226,2,26.40,,Broileripaella
899,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20200227,1,,,Mannapuuro+marjakiisseli
1360,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20200227,2,26.00,,Juuresvoipapupyörykkä
532,"Broilerikeitto,sämpylä,herkkukurkku
",20200228,1,,,Broilerikeitto
1361,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20200228,2,17.50,,Lohikiusaus
214,"Kalakeitto,reissumies,leikkele,omenalohko",20200302,1,80.59,,Kalakeitto
1464,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20200302,2,24.40,,Broileripyörykkä
626,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200303,1,15.11,,Makaronilaatikko
1362,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20200303,2,26.80,,Pinaatti-raejuustonappi
168,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20200304,1,33.37,,Talonpäivä
1363,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20200304,2,14.80,,Lohikeitto
900,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20200305,1,15.63,,Broilerinugetti
1364,"Broileri-kasviskastike,Riisi-moniviljaseos,Sweet chili kastike,Soija-kasvispaistos,Kiinankaali-ananas-kotimainen,hernesalaatti B",20200305,2,20.00,,Broileri-kasviskastike
533,"Lihakastike,perunat,
kiinankaalisalaatti 
tai
lihakeitto,tuore leipä,herkkukurkku",20200306,1,39.83,,Lihakastike
1365,"Liha-makaronipata,Härkispomodo,Peruna,Porkkanaraaste",20200306,2,27.90,,Liha-makaronipata
215,"Jauhelihakastike,peruna/pasta,pirteä punakaalisalaatti",20200309,1,12.13,,Jauhelihakastike
1465,"Jauhelihakastike,Täysjyväpasta,Feta-kasvispaistos,Kaali-kurpitsasalaatti",20200309,2,14.40,,Jauhelihakastike
627,"Kalamureke/-pihvi,perunat,kastike,punajuuri,jääsalaatti-kurkku-tomaatti",20200310,1,23.01,,Kalamureke
1366,"Pinaattikeitto,Kananmuna,Sydänystävän puuro,Porkkanapölkky,Ruistassu,Ruusunmarja-omenakiisseli",20200310,2,22.70,,Pinaattikeitto
169,"Ohra-riisipuuro + mehukeitto,porkkanapölkky,tuore leipä tai pizzapala)",20200311,1,39.44,,Ohrapuuro
1367,"Broilerihoukutus,Itämainen kasviskastike,Täysjyväriisi,Jäävuori-kesäkurpitsa-retiisisalaatti B,Salaattisiemen",20200311,2,16.00,,Broilerihoukutus
901,"Pinaattiohukaiset,perunasose,puolukka,pastasalaatti
",20200312,1,15.95,,Pinaattiohukaiset
1368,"Makkarakastike,Kuoripäällinen peruna,Kasvismakaronilaatikko,Kiinankaali-kurkku-paprikasalaatti B,Sipulirouhe,Sekavuokaleipä LÄHI",20200312,2,27.90,,Makkarakastike
534,"Makkara- /nakkikeitto,tuore leipä -valikoima,juusto,kurkkuviipale",20200313,1,42.71,,Makkarakeitto
1369,"Kalapuikot,Perunasose,Tartarkastike,Kasvispaella,Porkkanaraaste",20200313,2,25.00,,Kalapuikot
216,"Broilerikastike,riisi/perunat,kaali-persikkasalaatti",20200316,1,32.35,,Broilerikastike
1466,"Kana-kookoskastike,Täysjyväriisi,Kasvistexmex,Värikäs kiinankaalisalaatti mh.hillo",20200316,2,10.00,,Kana-kookoskastike
628,"Uunikala,perunasose,kiinankaali-kurkku-paprika-juustosalaatti
",20200317,1,23.39,,Uunikala
1370,"Vegekebakko,Peruna,Juustokastike,Kasviskiusaus,Jäävuori-kurkku-cantaloupmelonisalaatti B,Sipulirouhe",20200317,2,18.95,,Vegekebakko
170,"Kasviskeitto (kesä-/pinaatti- tai kasvissosekeitto),kanamuna,ruispala,maksamakkara/leikkele

",20200318,1,43.89,,Kasviskeitto
1371,"Lasagnette,Thaikasviscurry,Ruisriisi,Porkkanaraaste,Ananaspala",20200318,2,15.35,,Lasagnette
902,"Jauhelihapihvi/-mureke,perunat/perunasose,kastike,jäävuori-melonimix -salaatti",20200319,1,17.00,,Jauhelihapihvi
1372,"Uunikala,Peruna,Papu-spagettipata,Tomaatti-purjosalaatti,Caesar salaattisekoitus TAI,Salaattisekoitus",20200319,2,36.10,,Uunikala
535,"
Talon päivä (toive),porkkanaraaste

",20200320,1,26.61,,Talonpäivä
1373,"Lihakeitto,Perunavelli,Tuorejuusto,Kurkkuviipale,Luomueväsvuoka LÄHI,Banaani",20200320,2,26.25,,Lihakeitto
217,"Kanapasta,punajuuri-omenasalaatti,vihreä salaatti",20200323,1,13.26,,Kanapasta
1467,"Italianpata,Juustoraaste,Soija-kasvispannu,Kiinankaali-Coleslawsalaatti",20200323,2,20.90,,Italianpata
629,"Kalaleike,perunasose,kiinankaali-hedelmäsalaatti
",20200324,1,34.12,,Kalaleike
1374,"Kalakepukka,Peruna,Tilli-ruohosipulikastike,Linssi-juureshöystö,Punajuuri-omena ruohosipulisalaatti",20200324,2,20.85,,Kalakepukka
171,"Makkarakastike,perunat,porkkana-raejuustosalaatti

",20200325,1,20.23,,Makkarakastike
1375,"Juustoinen kana-kasviskeitto,Kasvissosekeitto (siemenet),Juusto,Salaatinlehti,Vehnäleseviipale,Maustamaton jogurtti + persikkasose",20200325,2,19.50,,Juustoinenkana-kasviskeitto
903,"Hernekeitto,sämpylä/rieska juusto,juurespala",20200326,1,32.95,,Hernekeitto
1376,"Jauheliha-juustoperunavuoka,Punajuuripyörykkä/Seitan,Bataatti-perunasose,Kiinankaali-jäävuori-kurkku-paprikasalaatti",20200326,2,18.75,,Jauheliha-juustoperunavuoka
536,"Kebab-/ kinkkukiusaus,jäävuori-meloni-rypälesalaatti,pikkuporkkanat
",20200327,1,53.72,,Kiusaus
1377,"Pinaattiohukkaat,Porkkanapihvi (perunasose),Kinkku-pastasalaatti,salaattisekoitus,Puolukkahilloke",20200327,2,21.50,,Pinaattiohukkaat
218,"Lihapyörykät,perunat,kastike,kaali-kurkku- minikuutio salaatti
",20200330,1,,,Lihapyörykät
1468,"Jauhelihapihvi,Peruna,Ruskea kastike,Kasvisnuudelivuoka,Jäävuori-tomaatti-maissisalatti B",20200330,2,20.80,,Jauhelihapihvi
630,"Tonnikalakasvis-vuoka,porkkanaraaste,kurkkuviipale
",20200331,1,,,Tonnikalakasvis-vuoka
1378,"Ohrapuuro,Bataattisosekeitto,Tomaattiviipale,Maksamakkara,Ruisruutu,Vadelmakiisseli",20200331,2,21.10,,Ohrapuuro
172,"Uunimakkara,perunasose,jäävuori-maissi-tomaattisalaatti


",20200401,1,,,Uunimakkara
1379,"Broileripaella,Chili Con Soija,Peruna,Porkkana-ananassalaatti mh.hillo",20200401,2,22.60,,Broileripaella
904,"Mannapuuro + marjakiisseli,tuore leipä tai hot dog),",20200402,1,,,Mannapuuro+marjakiisseli
1380,"Juuresvoipapupyörykkä,Uuniperunaviipale,Kikhernetahna,Punajuuripaistos,Kiinankaali/punakaali-hunajameloni-hernesalaatti B,Salaattisiemen",20200402,2,26.70,,Juuresvoipapupyörykkä
537,"Broilerikeitto,sämpylä,herkkukurkku
",20200403,1,,,Broilerikeitto
1381,"Lohikiusaus,Kasvisnakkihöystö,Peruna,Kaali-vinegrettesalaatti",20200403,2,19.00,,Lohikiusaus
219,"Kalakeitto,reissumies,leikkele,omenalohko",20200406,1,61.87,,Kalakeitto
1469,"Broileripyörykkä,Peruna,Currykastike,Kasvismoussaka,Jäävuori-tomaatti-kurkku-salaatti B,Sipulirouhe",20200406,2,24.40,,Broileripyörykkä
631,"Makaronilaatikko / lasagnette,jääsalaatti-porkkanaraaste",20200407,1,12.90,,Makaronilaatikko
1382,"Pinaatti-raejuustonappi,Kahden kasviksen quornpaistos,Peruna,Paholaisenkastike,Juusto-kasvisalaatti",20200407,2,26.80,,Pinaatti-raejuustonappi
173,"Talon päivä,jäävuori-kurkku-tomaatti-majoneesi-tortillalastu -salaatti

",20200408,1,26.61,,Talonpäivä
1383,"Lohikeitto,Tomaattikeitto + raejuusto,Leikkele,Kurkkuviipale,Luomueväsvuoka LÄHI,Tuorepuuro",20200408,2,14.80,,Lohikeitto
905,"Broilerinugetti/-pyörykkä,perunasose,kaalisalaatti (katrin salaatti)
",20200409,1,15.97,,Broilerinugetti
